date,issues
'2018-05-07 12:38:53',13
'2018-05-07 12:38:53',13
'2018-05-07 12:38:53',14
'2018-05-07 12:38:53',15
'2018-05-07 12:38:53',16
'2018-05-07 12:38:53',17
'2018-05-07 12:38:53',18
'2018-05-07 12:38:53',19
'2018-05-07 12:38:53',20
'2018-05-07 12:38:53',21
'2018-05-07 12:38:53',22
'2018-05-07 12:38:53',23
'2018-05-07 12:38:53',24
'2018-05-07 12:38:53',25
'2018-05-07 12:38:53',26
'2018-05-07 12:38:53',27
'2018-05-07 12:38:53',28
'2018-05-07 12:38:53',29
'2018-05-07 12:38:53',29
'2018-05-07 12:38:53',30
'2018-05-07 12:38:53',31
'2018-05-07 12:38:53',32
'2018-05-07 12:38:53',33
'2018-05-07 12:38:53',34
'2018-05-07 12:38:53',35
'2018-05-07 12:38:53',36
'2018-05-07 12:38:53',37
'2018-05-07 12:38:53',38
'2018-05-07 12:38:53',39
'2018-05-07 12:38:53',40
'2018-05-07 12:38:53',41
'2018-05-07 12:38:53',42
'2018-05-07 12:38:53',42
'2018-05-07 12:38:53',43
'2018-05-07 12:38:53',44
'2018-05-07 12:38:53',45
'2018-05-07 12:38:53',46
'2018-05-07 12:38:53',47
'2018-05-07 12:38:53',48
'2018-05-07 12:38:53',49
'2018-05-07 12:38:53',50
'2018-05-07 12:38:53',51
'2018-05-07 12:38:53',52
'2018-05-07 12:38:53',53
'2018-05-07 12:38:53',54
'2018-05-07 12:38:53',55
'2018-05-07 12:38:53',56
'2018-05-07 12:38:53',57
'2018-05-07 12:38:53',58
'2018-05-07 12:38:53',59
'2018-05-07 12:38:53',60
'2018-05-07 12:38:53',61
'2018-05-07 12:38:53',61
'2018-05-07 12:38:53',61
'2018-05-07 12:38:53',62
'2018-05-07 12:38:53',62
'2018-05-07 12:38:53',63
'2018-05-07 12:38:53',64
'2018-05-07 12:38:53',64
'2018-05-07 12:38:53',64
'2018-05-07 12:38:53',65
'2018-05-07 12:38:53',65
'2018-05-07 12:38:53',65
'2018-05-07 12:38:53',65
'2018-05-07 12:38:53',66
'2018-05-07 12:38:53',67
'2018-05-07 12:38:53',67
'2018-05-07 12:38:53',68
'2018-05-07 12:38:53',69
'2018-05-07 12:38:53',69
'2018-05-07 12:38:53',70
'2018-05-07 12:38:53',70
'2018-05-07 12:38:53',70
'2018-05-07 12:38:53',70
'2018-05-07 12:38:53',70
'2018-05-07 12:38:53',70
'2018-05-07 12:38:53',71
'2018-05-07 12:38:53',71
'2018-05-07 12:38:53',71
'2018-05-07 12:38:53',72
'2018-05-07 12:38:53',72
'2018-05-07 12:38:53',72
'2018-05-07 12:38:53',72
'2018-05-07 12:38:53',72
'2018-05-07 12:38:53',73
'2018-05-07 12:38:53',74
'2018-05-07 12:38:53',75
'2018-05-07 12:38:53',75
'2018-05-07 12:38:53',75
'2018-05-07 12:38:53',75
'2018-05-20 00:00:00',75
'2018-05-20 00:00:00',75
'2018-05-23 08:54:43',76
'2018-05-27 00:00:00',76
'2018-05-27 00:00:00',76
'2018-05-28 10:25:49',77
'2018-05-28 10:25:49',78
'2018-05-28 14:50:01',79
'2018-06-03 00:00:00',79
'2018-06-03 00:00:00',79
'2018-06-03 00:00:00',79
'2018-06-03 00:00:00',79
'2018-06-03 00:00:00',79
'2018-06-03 00:00:00',79
'2018-06-03 15:58:20',79
'2018-06-10 00:00:00',79
'2018-06-11 15:58:17',80
'2018-06-11 15:58:17',81
'2018-06-14 02:23:54',82
'2018-06-14 02:23:54',83
'2018-06-14 19:39:36',84
'2018-06-22 20:03:30',85
'2018-07-06 11:56:42',86
'2018-07-11 04:04:54',87
'2018-07-16 12:21:07',87
'2018-07-17 23:51:54',88
'2018-07-30 13:57:03',88
'2018-08-07 11:45:18',88
'2018-08-07 11:45:18',88
'2018-08-09 13:38:11',88
'2018-08-14 12:16:49',88
'2018-08-14 12:16:49',89
'2018-08-20 20:21:00',89
'2018-08-20 20:22:15',89
'2018-08-21 08:25:19',90
'2018-08-22 17:45:19',91
'2018-08-28 08:11:30',91
'2018-08-28 08:11:30',92
'2018-08-28 08:11:30',92
'2018-09-06 13:54:41',93
'2018-09-06 13:54:41',94
'2018-09-09 00:00:00',94
'2018-09-11 10:45:12',95
'2018-09-11 11:27:39',96
'2018-09-16 00:00:00',96
'2018-09-16 00:00:00',96
'2018-09-16 00:00:00',96
'2018-09-17 11:09:06',97
'2018-09-20 10:02:55',98
'2018-09-20 20:50:48',98
'2018-09-23 00:00:00',98
'2018-09-23 00:00:00',98
'2018-09-23 00:00:00',98
'2018-10-05 10:38:27',98
'2018-10-05 10:38:27',98
'2018-10-05 10:38:27',98
'2018-10-05 13:45:49',99
'2018-10-05 15:10:45',100
'2018-10-08 01:15:59',101
'2018-10-08 01:56:57',102
'2018-10-09 18:08:45',103
'2018-10-10 17:19:02',104
'2018-10-10 17:19:02',105
'2018-10-10 18:41:05',106
'2018-10-10 20:37:58',107
'2018-10-14 00:00:00',107
'2018-10-18 08:00:07',108
'2018-10-21 00:00:00',108
'2018-10-21 00:00:00',108
'2018-10-21 00:00:00',108
'2018-10-21 00:00:00',108
'2018-10-21 00:00:00',108
'2018-10-22 11:56:40',109
'2018-10-22 14:50:05',110
'2018-10-23 08:25:41',110
'2018-10-25 21:47:47',111
'2018-10-25 21:47:47',112
'2018-10-29 20:23:04',113
'2018-10-31 08:33:58',114
'2018-11-06 08:11:19',114
'2018-11-11 00:00:00',114
'2018-11-14 09:34:37',115
'2018-11-14 09:41:17',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-18 00:00:00',115
'2018-11-21 10:00:06',116
'2018-11-22 18:31:22',117
'2018-11-25 00:00:00',117
'2018-12-04 09:12:07',118
'2018-12-10 13:21:41',119
'2018-12-12 15:25:29',120
'2018-12-18 13:34:31',121
'2019-01-11 12:54:58',122
'2019-01-18 19:14:20',123
'2019-01-24 12:07:51',123
'2019-01-30 11:00:48',124
'2019-01-30 11:44:22',125
'2019-01-30 18:33:38',125
'2019-01-30 18:33:38',126
'2019-01-31 10:26:39',127
'2019-02-13 15:25:01',128
'2019-02-14 14:10:30',129
'2019-02-17 14:39:08',130
'2019-02-18 19:59:38',131
'2019-02-19 11:40:28',131
'2019-02-19 11:40:28',132
'2019-02-19 16:01:23',133
'2019-02-21 10:45:11',134
'2019-02-25 10:50:05',135
'2019-02-26 17:28:20',136
'2019-03-01 09:47:48',137
'2019-03-03 00:00:00',137
'2019-03-03 00:00:00',137
'2019-03-03 00:00:00',137
'2019-03-03 00:00:00',137
'2019-03-05 08:48:16',138
'2019-03-07 10:26:01',139
'2019-03-10 00:00:00',139
'2019-03-10 00:00:00',139
'2019-03-10 00:00:00',139
'2019-03-10 00:00:00',139
'2019-03-10 00:00:00',139
'2019-03-10 00:00:00',139
'2019-03-10 00:00:00',139
'2019-03-10 00:00:00',139
'2019-03-10 00:00:00',139
'2019-03-10 00:00:00',139
'2019-03-13 12:57:38',140
'2019-03-18 20:24:59',141
'2019-03-24 00:00:00',141
'2019-03-24 00:00:00',141
'2019-03-25 15:26:13',142
'2019-03-29 11:01:22',143
'2019-04-02 08:27:18',144
'2019-04-07 00:00:00',144
'2019-04-07 00:00:00',144
'2019-04-07 00:00:00',144
'2019-04-07 00:00:00',144
'2019-04-08 03:04:13',145
'2019-04-09 07:06:35',146
'2019-04-09 21:56:40',147
'2019-04-10 14:52:44',148
'2019-04-10 18:01:46',149
'2019-04-12 13:17:59',150
'2019-04-15 11:55:25',151
'2019-04-28 00:00:00',151
'2019-04-28 00:00:00',151
'2019-04-28 00:00:00',151
'2019-04-28 00:00:00',151
'2019-04-28 00:00:00',151
'2019-04-28 00:00:00',151
'2019-04-28 00:00:00',151
'2019-04-28 00:00:00',151
'2019-04-29 12:07:28',152
'2019-04-30 07:50:13',153
'2019-05-02 23:15:05',154
'2019-05-16 14:13:48',155
'2019-05-19 00:00:00',155
'2019-05-21 09:20:44',156
'2019-05-21 09:20:44',157
'2019-05-22 13:23:31',158
'2019-05-24 08:39:09',158
'2019-05-24 14:16:54',159
'2019-05-29 18:22:45',160
'2019-06-02 00:00:00',160
'2019-06-04 14:24:36',161
'2019-06-13 18:23:08',162
'2019-06-16 23:21:33',163
'2019-06-20 16:17:43',163
'2019-06-27 01:37:44',164
'2019-07-06 15:45:08',165
'2019-07-08 09:53:22',166
'2019-07-08 12:58:06',167
'2019-07-10 16:06:01',168
'2019-07-14 00:00:00',168
'2019-07-14 00:00:00',168
'2019-07-15 22:04:50',169
'2019-07-16 00:23:54',170
'2019-07-17 03:55:04',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-21 00:00:00',171
'2019-07-25 20:55:50',171
'2019-07-26 14:45:31',172
'2019-07-27 17:02:50',173
'2019-07-27 17:02:50',174
'2019-07-27 17:02:50',175
'2019-07-28 07:20:50',176
'2019-07-30 06:27:58',177
'2019-08-02 15:46:38',178
'2019-08-07 22:02:59',179
'2019-08-08 15:17:19',180
'2019-08-09 12:24:06',181
'2019-08-09 14:12:26',182
'2019-08-13 12:21:33',183
'2019-08-16 13:43:00',184
'2019-08-21 08:49:42',185
'2019-08-23 15:08:10',186
'2019-08-23 15:48:33',187
'2019-08-25 00:00:00',187
'2019-08-25 00:00:00',187
'2019-08-25 00:00:00',187
'2019-08-25 00:00:00',187
'2019-08-28 20:29:07',188
'2019-09-09 21:34:58',189
'2019-09-15 00:00:00',189
'2019-09-16 08:09:57',190
'2019-09-16 21:38:24',191
'2019-09-18 14:47:46',192
'2019-09-19 09:54:35',193
'2019-09-19 12:53:15',194
'2019-09-19 15:17:09',195
'2019-09-24 06:54:28',195
'2019-09-24 08:57:59',195
'2019-09-24 16:41:19',196
'2019-09-25 19:26:40',197
'2019-10-02 04:13:20',198
'2019-10-02 17:26:20',199
'2019-10-03 13:57:12',200
'2019-10-03 15:59:08',201
'2019-10-04 18:31:19',202
'2019-10-07 10:58:24',203
'2019-10-09 13:20:05',204
'2019-10-11 09:39:11',205
'2019-10-11 09:39:11',206
'2019-10-14 14:57:54',207
'2019-10-14 20:42:24',208
'2019-10-16 16:27:34',209
'2019-10-16 23:08:15',210
'2019-10-19 20:54:41',211
'2019-10-22 10:05:43',212
'2019-10-23 11:03:53',213
'2019-10-29 10:16:00',214
'2019-10-29 16:26:43',215
'2019-10-31 14:59:37',216
'2019-11-04 16:50:04',217
'2019-11-05 17:47:19',218
'2019-11-06 04:45:07',219
'2019-11-06 17:41:35',220
'2019-11-07 19:38:46',221
'2019-11-07 20:59:18',222
'2019-11-08 05:17:23',223
'2019-11-09 11:27:26',224
'2019-11-09 11:27:26',225
'2019-11-11 14:20:41',226
'2019-11-12 02:41:37',227
'2019-11-17 00:00:00',227
'2019-11-19 15:37:19',228
'2019-11-19 18:33:32',229
'2019-11-20 17:20:25',229
'2019-11-20 19:47:33',230
'2019-11-20 20:07:01',231
'2019-11-20 20:07:01',232
'2019-11-20 20:07:01',233
'2019-11-20 20:07:01',234
'2019-11-21 16:05:00',235
'2019-11-25 08:12:02',236
'2019-12-03 14:07:33',237
'2019-12-03 14:07:33',238
'2019-12-03 14:07:33',239
'2019-12-03 14:17:03',240
'2019-12-03 14:17:03',241
'2019-12-05 09:03:10',242
'2019-12-06 10:22:00',243
'2019-12-10 12:29:40',244
'2019-12-10 12:29:40',245
'2019-12-10 12:29:40',246
'2019-12-11 16:12:51',247
'2019-12-18 16:31:32',248
'2019-12-19 20:18:26',249
'2019-12-20 09:27:21',250
'2019-12-21 03:28:59',251
'2019-12-21 03:28:59',252
'2019-12-22 07:18:42',253
'2019-12-31 14:44:47',254
'2020-01-02 14:09:05',255
'2020-01-06 07:32:46',256
'2020-01-12 00:00:00',256
'2020-01-15 17:24:17',257
'2020-01-20 08:55:35',258
'2020-01-20 08:55:35',259
'2020-01-20 08:55:35',260
'2020-01-20 14:03:06',261
'2020-01-22 12:06:34',262
'2020-01-27 13:01:19',263
'2020-01-27 13:01:19',264
'2020-01-27 13:01:19',265
'2020-01-27 13:01:19',266
'2020-01-27 13:28:32',267
'2020-01-28 09:32:57',268
'2020-01-28 22:58:21',269
'2020-01-29 08:40:41',270
'2020-01-30 17:15:54',271
'2020-01-30 18:00:09',272
'2020-02-03 16:22:57',273
'2020-02-04 12:06:44',274
'2020-02-06 16:03:15',275
'2020-02-06 22:24:56',276
'2020-02-07 08:21:06',277
'2020-02-07 14:35:11',278
'2020-02-07 14:35:11',279
'2020-02-12 14:09:47',280
'2020-02-16 21:36:34',281
'2020-02-17 16:59:30',282
'2020-02-17 18:56:41',283
'2020-02-19 11:36:33',284
'2020-02-19 19:37:13',285
'2020-02-20 12:02:06',286
'2020-02-21 16:44:31',287
'2020-02-21 16:44:31',288
'2020-02-21 16:44:31',289
'2020-02-21 16:44:31',290
'2020-02-21 16:44:31',291
'2020-02-24 15:29:06',292
'2020-02-24 15:29:06',293
'2020-02-24 22:35:44',294
'2020-02-24 22:35:44',295
'2020-02-26 20:37:54',296
'2020-02-27 12:48:57',297
'2020-02-28 10:55:11',298
'2020-02-28 14:31:10',299
'2020-02-28 16:55:11',300
'2020-03-01 00:00:00',300
'2020-03-02 13:11:22',301
'2020-03-03 04:46:40',302
'2020-03-03 21:05:12',303
'2020-03-04 03:25:23',304
'2020-03-04 20:25:17',305
'2020-03-05 10:19:09',306
'2020-03-06 13:12:43',307
'2020-03-06 13:12:43',308
'2020-03-09 16:09:06',309
'2020-03-15 00:00:00',309
'2020-03-15 00:00:00',309
'2020-03-16 12:37:15',310
'2020-03-17 23:09:53',311
'2020-03-19 16:57:51',312
'2020-03-20 00:19:40',313
'2020-03-21 03:00:55',314
'2020-03-23 10:35:06',315
'2020-03-23 14:43:41',316
'2020-03-23 19:44:16',317
'2020-03-25 07:55:12',318
'2020-03-25 14:27:47',319
'2020-03-25 14:27:47',320
'2020-03-25 14:27:47',321
'2020-03-25 14:27:47',322
'2020-03-25 14:27:47',323
'2020-03-28 03:20:31',324
'2020-03-29 00:00:00',324
'2020-03-29 00:00:00',324
'2020-03-29 00:00:00',324
'2020-03-29 00:00:00',324
'2020-03-29 00:00:00',324
'2020-03-29 00:00:00',324
'2020-03-29 23:15:41',325
'2020-04-03 03:33:47',326
'2020-04-03 09:23:44',327
'2020-04-08 00:51:22',328
'2020-04-11 12:33:07',329
'2020-04-11 12:53:52',330
'2020-04-11 19:49:24',331
'2020-04-13 14:40:43',332
'2020-04-14 15:45:08',333
'2020-04-14 19:38:13',334
'2020-04-14 19:38:13',335
'2020-04-17 04:02:57',336
